Sentence text,Aspect text,Aspect position,Polarity,Position
this place is always very crowded and popular,place,"[1, 2]",positive,329
enjoyed a very nice caesar salad while my wife had arugula and goat cheese both very tasty,caesar salad,"[4, 6]",positive,330
enjoyed a very nice caesar salad while my wife had arugula and goat cheese both very tasty,arugula and goat cheese,"[10, 14]",positive,331
we both opted for a pasta dish and they were served timely and fresh,pasta dish,"[5, 7]",positive,332
we concluded with tiramisu chocolate cake both were delicious,tiramisu,"[3, 4]",positive,333
we concluded with tiramisu chocolate cake both were delicious,chocolate cake,"[4, 6]",positive,334
i recently went to this restaurant with some co workers for lunch and had an amazing time,restaurant,"[5, 6]",positive,335
the staff was accomodating the food was absolutely delicious and the place is lovely,staff,"[1, 2]",positive,336
the staff was accomodating the food was absolutely delicious and the place is lovely,food,"[5, 6]",positive,337
the staff was accomodating the food was absolutely delicious and the place is lovely,place,"[11, 12]",positive,338
we even had a visit from the manager who wanted to make sure we were enjoying ourselves,manager,"[7, 8]",positive,339
sometimes i get good food and ok service,food,"[4, 5]",positive,340
sometimes i get good food and ok service,service,"[7, 8]",neutral,341
sometimes i get bad food and bad service sometimes i get good good and bad service,food,"[4, 5]",negative,342
sometimes i get bad food and bad service sometimes i get good good and bad service,service,"[7, 8]",negative,343
sometimes i get bad food and bad service sometimes i get good good and bad service,service,"[7, 8]",negative,344
sometimes i get bad food and bad service sometimes i get good good and bad service,good,"[11, 12]",positive,345
the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,dishes,"[8, 9]",positive,346
the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,wine,"[10, 11]",positive,347
the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,atmosphere,"[16, 17]",positive,348
and where does patis go wrong no where,patis,"[3, 4]",positive,349
and evaluated on those terms pastis is simply wonderful,pastis,"[5, 6]",positive,350
right off the l in brooklyn this is a nice cozy place with good pizza,pizza,"[14, 15]",positive,351
right off the l in brooklyn this is a nice cozy place with good pizza,place,"[11, 12]",positive,352
mine was a little burnt but still delicious with goat cheese and panchetta raddichio was kind of bitter though,raddichio,"[13, 14]",negative,353
my friend got the mushroom pizza which tasted better,mushroom pizza,"[4, 6]",positive,354
the sangria was pretty tasty and good on a hot muggy day,sangria,"[1, 2]",positive,355
kind of a small place but i guess if they are not too busy might be able to fit a group or kids,place,"[4, 5]",neutral,356
i started out with a bombay beer which was big enough for two,bombay beer,"[5, 7]",positive,357
service was slow but the people were friendly,service,"[0, 1]",negative,358
service was slow but the people were friendly,people,"[5, 6]",positive,359
it s a nice place to relax and have conversation,place,"[4, 5]",positive,360
the food is authentic italian delicious,food,"[1, 2]",positive,361
pizza is terrific as is homemade pasta,pizza,"[0, 1]",positive,362
pizza is terrific as is homemade pasta,homemade pasta,"[5, 7]",positive,363
ambience is delightful service impeccable,ambience,"[0, 1]",positive,364
ambience is delightful service impeccable,service,"[3, 4]",positive,365
i m still mad that i had to pay for lousy food,food,"[11, 12]",negative,366
the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed,hanger steak,"[1, 3]",negative,367
the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed,tuna,"[8, 9]",negative,368
service was also horrible and the ambience is not that great,service,"[0, 1]",negative,369
service was also horrible and the ambience is not that great,ambience,"[6, 7]",negative,370
i go and eat out at many different restaurants and this is one place you have go and try,place,"[13, 14]",positive,371
this is my first time writing a review for a restaurant because the food and service was excellent,food,"[13, 14]",positive,372
this is my first time writing a review for a restaurant because the food and service was excellent,service,"[15, 16]",positive,373
the filet mignon dish was superb,filet mignon dish,"[1, 4]",positive,374
it s a small cute restaurant,restaurant,"[5, 6]",positive,375
i absolutely love this place,place,"[4, 5]",positive,376
i like the ambience it s very dark and original,ambience,"[3, 4]",positive,377
the sushi is amazing,sushi,"[1, 2]",positive,378
very affordable and excellent ambient,ambient,"[4, 5]",positive,379
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai,beef and noodle soup dishes,"[3, 8]",negative,380
we won t go to this place again for a good meal,meal,"[11, 12]",negative,381
however i think this place is a good hang out spot,place,"[4, 5]",positive,382
my girlfriend and i stumbled onto this hopping place the other night and had a great time,place,"[8, 9]",positive,383
the pizza and wine were excellent the service too but what really made this place was the backyard dining area,pizza,"[1, 2]",positive,384
the pizza and wine were excellent the service too but what really made this place was the backyard dining area,wine,"[3, 4]",positive,385
the pizza and wine were excellent the service too but what really made this place was the backyard dining area,service,"[7, 8]",positive,386
the pizza and wine were excellent the service too but what really made this place was the backyard dining area,backyard dining area,"[17, 20]",positive,387
check this place out,place,"[2, 3]",positive,388
first of all this place is not romantic as claimed by citysearch s editorial review,place,"[4, 5]",negative,389
the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,tables,"[1, 2]",negative,390
the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,menu,"[8, 9]",neutral,391
the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,wine list,"[17, 19]",negative,392
slightly above average wines start at 70 with only one selection listed at 30,wines,"[3, 4]",negative,393
slightly above average wines start at 70 with only one selection listed at 30,wines,"[3, 4]",negative,394
service is not what one would expect from a joint in this price category,service,"[0, 1]",negative,395
somehow working the italian charm with constant mille grazie does not constitute proper service,service,"[13, 14]",negative,396
to be completely fair the only redeeming factor was the food which was above average but couldn t make up for all the other deficiencies of teodora,food,"[10, 11]",positive,397
to be completely fair the only redeeming factor was the food which was above average but couldn t make up for all the other deficiencies of teodora,teodora,"[26, 27]",negative,398
not one of our meals was edible bland and or made with weird rosemary or orange flavoring,meals,"[4, 5]",negative,399
not one of our meals was edible bland and or made with weird rosemary or orange flavoring,rosemary or orange flavoring,"[13, 17]",negative,400
fish was overdone,fish,"[0, 1]",negative,401
cute place nice wait staff but would never go there again,wait staff,"[3, 5]",positive,402
